,Unnamed: 0,problem_id,problem,assign,user_answer,scoring_criterion,correct_scoring_criterion,keyword_criterion,correct_keyword_criterion,annotator
67,67,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션의 성질을 흔히 ACID 로 표현한다. Atomicity(원자성), Consistency(일관성), Isolation(독립성), Durability(영속성)의 앞글자를 따 ACID로 트랜잭션의 성질을 표현한다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']",[],"['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
68,68,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션이란 DBMS (DB) 에서 데이터에 대한 하나의 논리적 실행단계를 의미한다. 여기서 트랜잭션의 4대 특징이란 트랜잭션이 안전하게 수행된다는 것을 보장하기 위한 성질으로, ACID (Atomicity[원자성] / Consistency[일관성] / Isolation[고립성] / Durability[지속성])로 표현된다. 은행과 같이 트랜잭션의 수행이 안전하게 수행됨을 보장해야 하는 시스템에 주로 사용된다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']",[],"['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
69,69,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션의 중요한 특징은 ACID라는 4가지로 구분됩니다.
원자성 - 데이터베이스에 트랜잭션의 수행이 모두 반영되거나 아예 반영되지 않아야 함
일관성 -트랜잭션이 실행을 성공적으로 완료하면 일관성있는 데이터베이스 상태로 유지해야 함.
독립성 -트랜잭션 수행시 다른 트랜잭션의 연산 작업이 끼어들지 못하도록 함.
지속성 -성공적으로 수행된 트랜잭션은 영원히 반영되어야 함. ","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",shiroed1211@gmail.com
70,70,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"ACID,
원자성
트랜잭션의 연산은 반드시 모두 반영되도록 완료되거나, 아니면 전혀 반영되지 않도록 복구되어야한다.
일관성
트랜잭션이 그 실행을 성공적으로 완료하면 언제나 일관성 있는 데이터베이스 상태로 변환한다.
격리성
둘 이상의 트랜잭션이 동시에 병행 실행되는 경우 어느 하나의 트랜잭션 실행중에 다른 트랜잭션의 연산이 끼어들 수 없다.
영속성
성공적으로 완료된 트랜잭션의 결과는 시스템이 고장나더라도 영구적으로 반영되어야 한다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
71,71,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,트랜잭션에게는 통칭 ACID라는 특징이 있다. 원자성 트랜잭션과 관련된 작업들이 부분적으로 실행되다가 중단되지 않는 것을 보장하는 능력이다. 일관성 트랜잭션이 실행을 성공적으로 완료하면 언제나 일관성 있는 데이터베이스 상태로 유지하는 것을 의미한다. 독립성 트랜잭션을 수행 시 다른 트랜잭션의 연산 작업이 끼어들지 못하도록 보장하는 것을 의미한다. 지속성 성공적으로 수행된 트랜잭션은 영원히 반영되어야 함을 의미한다.,"['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",shiroed1211@gmail.com
72,72,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션의 특징 (ACID)
원자성 트랜잭션은 한 개 이상의 동작을 논리적으로 한 개의 작업단위로서 분해가 불가능한 최소의 단위
일관성 트랜잭션이 실행을 성공적으로 완료하면 언제나 모순 없이 일관성 있는 데이터베이스 상태를 보존함.
고립성 트랜잭션이 실행 중에 생성하는 연산의 중간 결과를 다른 트랜잭션이 접근할 수 없음.
지속성 성공이 완료된 트랜잭션의 결과는 영구적으로 데이터베이스에 저장됨.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
73,73,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,트랜잭션에는 4가지의 특징이 있습니다. 4가지의 특징의 앞 글 자만 따서 ACID라고도 불립니다. 원자성 -  트랜잭션의 작업이 부분적으로 실행되거나 중단되지 않는 것을 보장한다. 일관성 - 트랜잭션의 작업 처리 결과는 항상 일관성이 있어야 한다. 고립성 - 트랜잭션 수행 시 다른 트랜잭션의 작업이 끼어들지 못하도록 보장해야 한다. 영속성 - 성공적으로 수행된 트랜잭션은 영원히 반영되어야 한다.,"['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 3]",shiroed1211@gmail.com
74,74,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"ACID
원자성
- 트랜잭션은 DB 작업의 최소 단위가 되어야한다.
일관성
- 트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.
고립성
- 각각의 트랜잭션은 서로간에 간섭없이 독립적으로 수행되어야 한다.
지속성
- 트랜잭션이 정상적으로 완료된 후에는 영구적으로 데이터베이스에 작업 결과가 저장되어야 한다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",shiroed1211@gmail.com
75,75,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션의 특징은 ACID 특성이라 합니다. 원자성
트랜잭션의 작업이 부분적으로 실행되거나 중단되지 않는 것을 보장하는 것을 말합니다.
일관성
트랜잭션이 성공적으로 완료되면 일관적인 DB상태를 유지하는 것을 말합니다.
격리성
트랜잭션 수행시 다른 트랜잭션의 작업이 끼어들지 못하도록 보장하는 것을 말합니다.
지속성
성공적으로 수행된 트랜잭션은 영원히 반영이 되는 것을 말합니다","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
76,76,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션은 아래와 같은 특징을 가지며, 영문 첫 글자를 따서  ACID라고 부른다.
원자성
트랜잭션은 더 이상 분해가 불가능한 업무의 최소단위이므로, 전부 처리되거나 아예 하나도 처리되지 않아야 한다.
일관성
트랜잭션 실행의 결과로 데이터베이스 상태가 모순되지 않아야 한다.
격리성
실행 중인 트랜잭션의 중간결과를 다른 트랜잭션이 접근할 수 없다.
영속성
트랜잭션이 일단 그 실행을 성공적으로 완료하면 그 결과는 데이터베이스에 영속적으로 저장된다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",shiroed1211@gmail.com
77,77,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"트랜잭션은 데이터베이스에서 하나의 논리적 기능을 수행하기 위해 여러개의 쿼리를 하나로 묶은 작업의 단위이다. 트랜잭션은 원자성(Atomicity), 일관성(Consistency), 격리성(Isolastion), 지속성(Durability) 4가지 특징을 갖는다. 이 앞글자를 따서 ACID 특징 이라고 부른다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']",[],"['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
78,78,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"1. 원자성- 분리 할수 없는 하나의 단위로 작업은 모두 완료되거나, 혹은 모두 취소 되어야 합니다.
2. 일관성- 사용되는 모든 데이터는 일관되어야 합니다.
3. 격리성 - 접근하고 있는 데이터는 다른 트랜잭션으로 부터 격리 되어야 합니다.
4. 영속성- 트랙잭션이 정상 종료되면 그 결과는 시스템에 영구적으로 적용되어야 합니다.","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",mjw8523@gmail.com
79,79,3,[데이터베이스 2] Transaction의 네가지 특성을 설명해주세요.,kshired,"원자성
- 트랜잭션은 분해가 불가능한 최소의 단위로 연산 전체가 처리되거나 처리되지 않아야 한다.
일관성
- 트랜잭션이 실행을 성공적으로 완료하면 언제나 모순 없이 일관성 있는 데이터베이스 상태를 보존
고립성
- 트랜잭션이 실행 중 생성하는 연산의 중간 결과를 다른 트랜잭션이 접근할 수 없음
지속성
- 성공이 완료된 트랜잭션의 결과는 영구적으로 데이터베이스에 저장","['만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.', '트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.', '각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.', '트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.']","[0, 1, 2, 3]","['일관성', '독립성', '지속성', '원자성']","[0, 1, 2, 3]",shiroed1211@gmail.com
80,80,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"데드락이 발생하기 위한 조건은 크게 4가지로 말할 수 있습니다. 먼저 상호배제는 한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. 사용 중인 자원을 다른 프로세스가 사용하려면 요청한 자원이 해제될 때까지 기다려야 합니다. 점유대기는 자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재해야 합니다. 비선점은 이미 할당된 자원을 강제로 빼앗을 수 없다는 조건입니다. 순환대기는 이미 할당된 자원을 강제로 빼앗을 수 없다는 조건입니다.","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']","[0, 1, 2, 3]","['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",alsxmqkqh23@gmail.com
81,81,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"첫번째로 상호배제가 있다. 프로세스들이 필요로 하는 자원에 대해 배타적인 통제권을 요구한다.
다음으로 점유대기는 프로세스가 할당된 자원을 가진 상태에서 다른 자원을 기다린다.
비선점은 프로세스가 어떤 자원의 사용을 끝낼 때까지 그 자원을 뺏을 수 없다.
순환대기 또한 중요하다. 각 프로세스는 순환적으로 다음 프로세스가 요구하는 자원을 가지고 있다.
이 조건 중에서 한 가지라도 만족하지 않으면 교착 상태는 발생하지 않는다. 이 중 순환대기 조건은 점유대기 조건과 비선점 조건을 만족해야 성립하는 조건이므로, 위 4가지 조건은 서로 완전히 독립적인 것은 아니다.","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']","[0, 1, 2, 3]","['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",alsxmqkqh23@gmail.com
82,82,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"아래 4가지 조건이 모두 만족되는 경우 데드락이 발생할 가능성이 있다.
하나라도 만족하지 않으면 절대 발생하지 않는다.
상호 배제(Mutual exclusion)는 한 리소스는 한 번에 한 프로세스만이 사용할 수 있음을 뜻함.
점유와 대기(Hold and wait)는 어떤 프로세스가 하나 이상의 리소스를 점유하고 있으면서 다른 프로세스가 가지고 있는 리소스를 기다리고 있음을 뜻함.
비선점(No preemption)은
프로세스가 태스크를 마친 후 리소스를 자발적으로 반환할 때까지 기다린다는 뜻임. (강제로 빼앗지 않는다)
환형 대기(Circular wait)는 Hold and wait 관계의 프로세스들이 서로를 기다린다는 조건임.","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']","[0, 1, 2, 3]","['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",alsxmqkqh23@gmail.com
83,83,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"교착 상태는 한 시스템 내에서 다음의 4가지 조건이 동시에 성립할 때 발생한다.


상호 배제(Mutual Exclusion)

: 자원은 한 번에 한 프로세스만이 사용할 수 있어야 한다.

점유 대기 (Hold and Wait)

: 최소한 하나의 자원을 점유하고 있으면서 다른 프로세스에 할당되어 사용되고 있는 자원을 추가로 점유하기 위해 대기하는 프로세스가 있어야 한다.

즉, 이미 자원을 사용중인데, 다른 프로세스가 사용중인 자원을 사용하기 위해 대기하고 있는 상태의 프로세스가 존재해야 한다.

비선점 (No preemption)

: 다른 프로세스에 할당된 자원은 사용이 끝날 때까지 강제로 빼앗을 수 없어야 한다.

순환 대기 (Circular wait)

: 프로세스의 집합에서 P0은 P1이 점유한 자원을 대기하고 P1은 P2가 점유한 자원을 대기하고, P2...Pn-1d은 Pn이 점유한 자원을 대기하며 Pn은 P0이 점유한 자원을 요구해야 한다.","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']","[0, 1, 2, 3]","['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",alsxmqkqh23@gmail.com
84,84,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"Mutual Exclusion(상호 배타적)
하나의 프로세스가
자원을 독점적으로 사용한다(여러 개가 동시 사용 불가)
No preemption
프로세스가 자원을 가지고 있을 때, 자원을 스스로 내어놓을 뿐 강제로 빼앗기지 않음
Hold and wait
자원을 가진 프로세스가 다른 자원을 기다릴 때 보유 자원을 놓지 않고 계속 가지고 있음
Circular wait
자원을 기다리는 프로세스간에 사이클이 형성되어야 함
프로세스 P0, P1, ... , Pn이 있을 때 Pn-1은 Pn의 자원을 기다리고 Pn은 P0의 자원을 기다려야 한다","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']","[0, 1, 2, 3]","['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",alsxmqkqh23@gmail.com
85,85,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"교착상태는 아래의 4가지 조건이 모두 만족되는 경우(필요충분조건)에 발생할 가능성이 있으며,
하나라도 만족하지 않으면 교착상태가 발생하지 않습니다.



1. 상호 배제(Mutual Exclusion)
한 번에 한 개의 프로세스만이 공유자원을 사용할 수 있음

2. 점유 대기(Hold and Wait)
프로세스가 할당된 자원을 가진 상태에서 다른 자원을 기다림

3. 비선점(No Preemption)
프로세스가 작업을 마친 후 자원을 자발적으로 반환할 때까지 기다림
(이미 할당된 자원을 강제적으로 빼앗을 수 없음)

4. 순환 대기(Circular Wait)
프로세스의 자원 점유 및 점유된 자원의 요구 관계가 원형을 이루면서 대기하는 조건.
각 프로세스는 순환적으로 다음 프로세스가 요구하는 자원을 가지고 있음","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']","[0, 1, 2, 3]","['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",alsxmqkqh23@gmail.com
86,86,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,몇가지 조건을 모두 만족하면 데드락이 발생할 가능성이 있다. 하나라도 해결되면 발생하지 않는다.,"['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']",[],"['상호 배제', '점유 대기', '순환 대기', '비선점']",[],alsxmqkqh23@gmail.com
87,87,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"상호 배제, 점유 대기, 비선점, 순환 대기","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']",[],"['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",alsxmqkqh23@gmail.com
88,88,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"4가지 모두 성립해야 데드락 발생 (하나라도 성립하지 않으면 데드락 문제 해결 가능)
자원은 한번에 한 프로세스만 사용할 수 있음 최소한 하나의 자원을 점유하고 있으면서 다른 프로세스에 할당되어 사용하고 있는 자원을 추가로 점유하기 위해 대기하는 프로세스가 존재해야 함
다른 프로세스에 할당된 자원은 사용이 끝날 때까지 강제로 빼앗을 수 없음
프로세스의 집합에서 순환 형태로 자원을 대기하고 있어야 함","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']","[0, 1, 2, 3]","['상호 배제', '점유 대기', '순환 대기', '비선점']",[],alsxmqkqh23@gmail.com
89,89,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"하나라도 만족하지 않으면 데드락은 해결된다.
상호 배제 Mutal exclusion
자원은 한번에 하나의 프로세스만 사용할 수 있다.
하나의 자원을 두 개 이상의 스레드가 점유할 수 없다.
비선점 No preemption
어떤 자원은 그 자원을 점유한 프로세스가 task을 완료 했을 때, 그 프로세스에 의해 자발적으로만 방출된다. 중간에 다른 프로세스가 강제로 뺏을 수 없다.
점유 대기 Hold and wait
어떤 프로세스는 적어도 하나의 자원을 점유한 상태에서 다른 프로세스에 의해 점유된 다른 자원을 추가적으로 얻기를 기다리고 있어야 한다.
순환 대기 Circular wait
스레드와 자원이 순환적으로 꼬리를 물고 기다리는 구조이다. ","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']","[0, 1, 2, 3]","['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",alsxmqkqh23@gmail.com
90,90,9,[운영체제 1] Deadlock의 발생조건 네가지를 간단히 설명해주세요.,big jo,"식사하는 철학자 문제
5명의 철학자와 5개의포크가 있고 식사를위해서는 한사람당 두 개의 포크가 필요한 상황이다.
한 개의 포크를 두 명 의 철학자가 동시에 사용할 수 없고 (mutual exclusion)
한 철학자는 각각 왼쪽 포크를 가진 상태로 오른쪽 포크를 기다린다. (Hold and wait)
또 철학자는 이미 다른 철학자가 가지고 있는 포크를 빼앗을 수 없다 (No preemption)
원형 테이블이므로 순환 구조를 가진다 (Circular wait)","['한 번에 프로세스 하나만 해당 자원을 사용할 수 있다. ', '이미 할당된 자원을 강제로 빼앗을 수 없다.', '대기 프로세스의 집합이 순환 형태로 자원을 대기하고 있어야 한다.', '자원을 최소한 하나 보유하고, 다른 프로세스에 할당된 자원을 점유하기 위해 대기하는 프로세스가 존재한다.']",[],"['상호 배제', '점유 대기', '순환 대기', '비선점']","[0, 1, 2, 3]",alsxmqkqh23@gmail.com
