is_gradable,standard_answer,problem_id,score,grading_standard_id,created_at,updated_at,content,score,type,problem_id
,"일관성 : 트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.

원자성 : 만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.

독립성 : 각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.

지속성 : 트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.",451,10,822,2022-09-30 04:19:04.207676,2022-09-30 04:19:04.207676,각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.,1.25,PROMPT,451
,"일관성 : 트랜잭션이 완료된 다음의 상태에서도 트랜잭션이 일어나기 전의 상황과 동일하게 데이터의 일관성을 보장해야 한다.

원자성 : 만약 트랜잭션 중간에 어떠한 문제가 발생한다면 트랜잭션에 해당하는 어떠한 작업 내용도 수행되어서는 안되며 아무런 문제가 발생되지 않았을 경우에만 모든 작업이 수행되어야 한다.

독립성 : 각각의 트랜잭션은 서로 간섭없이 독립적으로 수행되어야 한다.

지속성 : 트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.",451,10,823,2022-09-30 04:19:04.209187,2022-09-30 04:19:04.209187,트랜잭션이 정상적으로 종료된 다음에는 영구적으로 데이터베이스에 작업의 결과가 저장되어야 한다.,1.25,PROMPT,451
,"Stack 자료구조는 마지막으로 들어온 데이터가 처음으로 나간다는 LIFO 형태를 가지고 자료의 삽입, 삭제가 한 곳에서만 이루어집니다. 보통 Array로 구현을 하기 때문에 삽입, 삭제, 조회는 O(1)의 시간복잡도를 가집니다.",452,10,824,2022-09-30 04:23:48.257283,2022-09-30 04:23:48.257283,LIFO,2,KEYWORD,452
,"Stack 자료구조는 마지막으로 들어온 데이터가 처음으로 나간다는 LIFO 형태를 가지고 자료의 삽입, 삭제가 한 곳에서만 이루어집니다. 보통 Array로 구현을 하기 때문에 삽입, 삭제, 조회는 O(1)의 시간복잡도를 가집니다.",452,10,825,2022-09-30 04:23:48.258734,2022-09-30 04:23:48.258734,"삽입, PUSH",1,KEYWORD,452
,"Stack 자료구조는 마지막으로 들어온 데이터가 처음으로 나간다는 LIFO 형태를 가지고 자료의 삽입, 삭제가 한 곳에서만 이루어집니다. 보통 Array로 구현을 하기 때문에 삽입, 삭제, 조회는 O(1)의 시간복잡도를 가집니다.",452,10,826,2022-09-30 04:23:48.259758,2022-09-30 04:23:48.259758,"삭제, POP",1,KEYWORD,452
,"Stack 자료구조는 마지막으로 들어온 데이터가 처음으로 나간다는 LIFO 형태를 가지고 자료의 삽입, 삭제가 한 곳에서만 이루어집니다. 보통 Array로 구현을 하기 때문에 삽입, 삭제, 조회는 O(1)의 시간복잡도를 가집니다.",452,10,827,2022-09-30 04:23:48.260831,2022-09-30 04:23:48.260831,시간복잡도,1,KEYWORD,452
,"Stack 자료구조는 마지막으로 들어온 데이터가 처음으로 나간다는 LIFO 형태를 가지고 자료의 삽입, 삭제가 한 곳에서만 이루어집니다. 보통 Array로 구현을 하기 때문에 삽입, 삭제, 조회는 O(1)의 시간복잡도를 가집니다.",452,10,828,2022-09-30 04:23:48.261836,2022-09-30 04:23:48.261836,마지막으로 들어온 데이터가 처음으로 나간다.,2,PROMPT,452
,"Stack 자료구조는 마지막으로 들어온 데이터가 처음으로 나간다는 LIFO 형태를 가지고 자료의 삽입, 삭제가 한 곳에서만 이루어집니다. 보통 Array로 구현을 하기 때문에 삽입, 삭제, 조회는 O(1)의 시간복잡도를 가집니다.",452,10,829,2022-09-30 04:23:48.262639,2022-09-30 04:23:48.262639,자료의 삽입과 삭제가 한 곳에서만 이루어진다.,1,PROMPT,452
,"Stack 자료구조는 마지막으로 들어온 데이터가 처음으로 나간다는 LIFO 형태를 가지고 자료의 삽입, 삭제가 한 곳에서만 이루어집니다. 보통 Array로 구현을 하기 때문에 삽입, 삭제, 조회는 O(1)의 시간복잡도를 가집니다.",452,10,830,2022-09-30 04:23:48.266173,2022-09-30 04:23:48.266173,"삽입, 삭제, 조회의 시간복잡도가 O(1)이 걸린다.",2,PROMPT,452
,"index는 중복도와 높은 관련이 있지만 중복도는 카디널리티와 선택도에 관련이 있습니다.
중복도가 높다는건 카디널리티가 상대적으로 높고 선택도가 상대적으로 낮다는걸 뜻합니다.
(선택도와 카디널리티는 굉장히 헷갈릴 수 있는 개념이라 한 번쯤 이해하고 넘어가는게 좋습니다.)
또한 수정 빈도가 낮고 조건절에서 많이 사용되어 조회 빈도가 높은 컬럼에 적합합니다.",453,10,831,2022-09-30 05:31:07.293683,2022-09-30 05:31:07.293683,카디널리티,1.25,KEYWORD,453
,"index는 중복도와 높은 관련이 있지만 중복도는 카디널리티와 선택도에 관련이 있습니다.
중복도가 높다는건 카디널리티가 상대적으로 높고 선택도가 상대적으로 낮다는걸 뜻합니다.
(선택도와 카디널리티는 굉장히 헷갈릴 수 있는 개념이라 한 번쯤 이해하고 넘어가는게 좋습니다.)
또한 수정 빈도가 낮고 조건절에서 많이 사용되어 조회 빈도가 높은 컬럼에 적합합니다.",453,10,832,2022-09-30 05:31:07.294842,2022-09-30 05:31:07.294842,선택도,1.25,KEYWORD,453
,"index는 중복도와 높은 관련이 있지만 중복도는 카디널리티와 선택도에 관련이 있습니다.
중복도가 높다는건 카디널리티가 상대적으로 높고 선택도가 상대적으로 낮다는걸 뜻합니다.
(선택도와 카디널리티는 굉장히 헷갈릴 수 있는 개념이라 한 번쯤 이해하고 넘어가는게 좋습니다.)
또한 수정 빈도가 낮고 조건절에서 많이 사용되어 조회 빈도가 높은 컬럼에 적합합니다.",453,10,833,2022-09-30 05:31:07.296236,2022-09-30 05:31:07.296236,수정 빈도,1.25,KEYWORD,453
,"index는 중복도와 높은 관련이 있지만 중복도는 카디널리티와 선택도에 관련이 있습니다.
중복도가 높다는건 카디널리티가 상대적으로 높고 선택도가 상대적으로 낮다는걸 뜻합니다.
(선택도와 카디널리티는 굉장히 헷갈릴 수 있는 개념이라 한 번쯤 이해하고 넘어가는게 좋습니다.)
또한 수정 빈도가 낮고 조건절에서 많이 사용되어 조회 빈도가 높은 컬럼에 적합합니다.",453,10,834,2022-09-30 05:31:07.297454,2022-09-30 05:31:07.297454,조회 빈도,1.25,KEYWORD,453
,"index는 중복도와 높은 관련이 있지만 중복도는 카디널리티와 선택도에 관련이 있습니다.
중복도가 높다는건 카디널리티가 상대적으로 높고 선택도가 상대적으로 낮다는걸 뜻합니다.
(선택도와 카디널리티는 굉장히 헷갈릴 수 있는 개념이라 한 번쯤 이해하고 넘어가는게 좋습니다.)
또한 수정 빈도가 낮고 조건절에서 많이 사용되어 조회 빈도가 높은 컬럼에 적합합니다.",453,10,835,2022-09-30 05:31:07.298330,2022-09-30 05:31:07.298330,카디널리티가 상대적으로 높은 컬럼,1.25,PROMPT,453
,"index는 중복도와 높은 관련이 있지만 중복도는 카디널리티와 선택도에 관련이 있습니다.
중복도가 높다는건 카디널리티가 상대적으로 높고 선택도가 상대적으로 낮다는걸 뜻합니다.
(선택도와 카디널리티는 굉장히 헷갈릴 수 있는 개념이라 한 번쯤 이해하고 넘어가는게 좋습니다.)
또한 수정 빈도가 낮고 조건절에서 많이 사용되어 조회 빈도가 높은 컬럼에 적합합니다.",453,10,836,2022-09-30 05:31:07.299469,2022-09-30 05:31:07.299469,선택도가 상대적으로 낮은 컬럼,1.25,PROMPT,453
,"index는 중복도와 높은 관련이 있지만 중복도는 카디널리티와 선택도에 관련이 있습니다.
중복도가 높다는건 카디널리티가 상대적으로 높고 선택도가 상대적으로 낮다는걸 뜻합니다.
(선택도와 카디널리티는 굉장히 헷갈릴 수 있는 개념이라 한 번쯤 이해하고 넘어가는게 좋습니다.)
또한 수정 빈도가 낮고 조건절에서 많이 사용되어 조회 빈도가 높은 컬럼에 적합합니다.",453,10,837,2022-09-30 05:31:07.300372,2022-09-30 05:31:07.300372,수정 빈도가 낮은 컬럼,1,PROMPT,453
,"index는 중복도와 높은 관련이 있지만 중복도는 카디널리티와 선택도에 관련이 있습니다.
중복도가 높다는건 카디널리티가 상대적으로 높고 선택도가 상대적으로 낮다는걸 뜻합니다.
(선택도와 카디널리티는 굉장히 헷갈릴 수 있는 개념이라 한 번쯤 이해하고 넘어가는게 좋습니다.)
또한 수정 빈도가 낮고 조건절에서 많이 사용되어 조회 빈도가 높은 컬럼에 적합합니다.",453,10,838,2022-09-30 05:31:07.301316,2022-09-30 05:31:07.301316,조회 빈도가 높은 컬럼,1.25,PROMPT,453
,"Array는 논리적 저장 순서와 물리적 저장 순서가 일치하며 인덱스를 통해 원하는 원소에 접근할 수 있습니다.
원소에 접근할때는 O(1)의 시간복잡도로 랜덤 엑세스가 가능합니다.",454,10,845,2022-09-30 05:47:33.621127,2022-09-30 05:47:33.621127,저장 순서,2,KEYWORD,454
,"Array는 논리적 저장 순서와 물리적 저장 순서가 일치하며 인덱스를 통해 원하는 원소에 접근할 수 있습니다.
원소에 접근할때는 O(1)의 시간복잡도로 랜덤 엑세스가 가능합니다.",454,10,846,2022-09-30 05:47:33.622392,2022-09-30 05:47:33.622392,시간 복잡도,1,KEYWORD,454
,"Array는 논리적 저장 순서와 물리적 저장 순서가 일치하며 인덱스를 통해 원하는 원소에 접근할 수 있습니다.
원소에 접근할때는 O(1)의 시간복잡도로 랜덤 엑세스가 가능합니다.",454,10,847,2022-09-30 05:47:33.623333,2022-09-30 05:47:33.623333,랜덤 엑세스,2,KEYWORD,454
,"Array는 논리적 저장 순서와 물리적 저장 순서가 일치하며 인덱스를 통해 원하는 원소에 접근할 수 있습니다.
원소에 접근할때는 O(1)의 시간복잡도로 랜덤 엑세스가 가능합니다.",454,10,848,2022-09-30 05:47:33.624228,2022-09-30 05:47:33.624228,논리적 저장 순서와 물리적 저장 순서가 일치한다.,2,PROMPT,454
,"Array는 논리적 저장 순서와 물리적 저장 순서가 일치하며 인덱스를 통해 원하는 원소에 접근할 수 있습니다.
원소에 접근할때는 O(1)의 시간복잡도로 랜덤 엑세스가 가능합니다.",454,10,849,2022-09-30 05:47:33.625080,2022-09-30 05:47:33.625080,인덱스(index)로 해당 원소(element)에 접근할 수 있다.,2,PROMPT,454
,"Array는 논리적 저장 순서와 물리적 저장 순서가 일치하며 인덱스를 통해 원하는 원소에 접근할 수 있습니다.
원소에 접근할때는 O(1)의 시간복잡도로 랜덤 엑세스가 가능합니다.",454,10,850,2022-09-30 05:47:33.625900,2022-09-30 05:47:33.625900,O(1)의 시간복잡도로 랜덤 액세스가 가능하다.,1,PROMPT,454
